Case Number,Year,Type,time,Country,Activity,sex,age,fatal
1981.00.00.a,1981.0,Unprovoked,,GREECE,diving,M,,N
1980.12.30,1980.0,Unprovoked,Afternoon,SOUTH AFRICA,Paddleskiing,M,25.0,N
1980.12.26,1980.0,Invalid,,SOUTH AFRICA,,,,
1980.11.24,1980.0,Unprovoked,Afternoon,REUNION,Spearfishing,M,22.0,N
1980.11.18,1980.0,Unprovoked,,AUSTRALIA,Swimming,M,,N
1980.11.17,1980.0,Invalid,,SOUTH AFRICA,Swimming,M,,
1980.11.11.,1980.0,Unprovoked,,BRAZIL,Swimming,M,16.0,Y
1980.10.27,1980.0,Unprovoked,Afternoon,USA,Surfing,M,29.0,N
1980.10.17,1980.0,Unprovoked,Morning,USA,Surfing,M,19.0,N
1980.08.22.R,1980.0,Unprovoked,,MEXICO,Diving,M,22.0,Y
1980.08.10,1980.0,Unprovoked,,USA,Wading,F,10.0,N
1980.08.04,1980.0,Unprovoked,,USA,Resting,M,,N
1980.07.26,1980.0,Unprovoked,,SPAIN,diving,M,,N
1980.07.27,1980.0,Unprovoked,Afternoon,USA,surfing,M,15.0,N
1980.07.23,1980.0,Unprovoked,Afternoon,USA,Standing,F,22.0,N
1980.07.00,1980.0,Unprovoked,,USA,Surfing,M,,N
1980.07.00,1980.0,Unprovoked,,USA,Surfing,M,,N
1980.06.26,1980.0,Provoked,,USA,diving,F,44.0,N
1980.05.15,1980.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,22.0,N
1980.04.25,1980.0,Provoked,,JAMAICA,Spearfishing,M,,N
1980.04.22,1980.0,Sea Disaster,Night,PHILIPPINES,Sinking,,,Y
1980.04.00,1980.0,Unprovoked,Morning,MEXICO,surfing,F,13.0,N
1980.03.29,1980.0,Unprovoked,,SOUTH AFRICA,diving,M,52.0,Y
1980.03.28,1980.0,Unprovoked,Afternoon,BRAZIL,Swimming,M,,N
1980.03.15,1980.0,Sea Disaster,,PHILIPPINES,Sinking,F,,Y
1980.03.11,1980.0,Provoked,,SOUTH AFRICA,Fishing,M,61.0,N
1980.01.31,1980.0,Unprovoked,Afternoon,SOUTH AFRICA,boarding,M,24.0,N
1980.01.25,1980.0,Unprovoked,,KENYA,Spearfishing,M,29.0,N
1980.01.15,1980.0,Provoked,Night,SOUTH AFRICA,Spearfishing,M,29.0,N
1980.01.13,1980.0,Unprovoked,,SOUTH AFRICA,Swimming,M,,N
1980.01.10,1980.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,25.0,N
1980.01.05,1980.0,Unprovoked,Morning,CHILE,Diving,M,,Y
1980.00.00.d,1980.0,Provoked,,NORTH ATLANTIC OCEAN,Gaffing,M,34.0,N
1980.00.00.c,1980.0,Invalid,,GREECE,Surfing,M,,
1980.00.00.b,1980.0,Invalid,Morning,SOUTH AFRICA,Spearfishing,M,20.0,
1980.00.00.a,1980.0,Unprovoked,Morning,TONGA,Spearfishing,M,,N
1979.12.21,1979.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,18.0,N
1979.12.00,1979.0,Invalid,,PORTUGAL,Spearfishing,M,19.0,Y
1979.12.01,1979.0,Unprovoked,,SOUTH CHINA SEA,Diving,M,32.0,N
1979.11.27,1979.0,Unprovoked,Morning,USA,Surfing,M,20.0,N
1979.11.12,1979.0,Provoked,,SOUTH AFRICA,fishing,,,N
1979.10.22,1979.0,Provoked,,SOUTH AFRICA,Fishing,M,,N
1979.09.14,1979.0,Unprovoked,,AUSTRALIA,diving,M,18.0,N
1979.08.28,1979.0,Unprovoked,,HONG KONG,swimming,M,21.0,Y
1979.08.26,1979.0,Unprovoked,,HONG KONG,,M,16.0,Y
1979.08.05,1979.0,Unprovoked,,USA,Kayaking,M,49.0,N
1979.08.03,1979.0,Unprovoked,,THAILAND,,M,,Y
1979.06.19,1979.0,Sea Disaster,Morning,USA,Floating,M,56.0,N
1979.05.27,1979.0,Invalid,,USA,diving,M,36.0,
1979.05.05,1979.0,Provoked,Afternoon,SOUTH AFRICA,Spearfishing,M,25.0,N
1979.05.03,1979.0,Unprovoked,>12h00,SOUTH AFRICA,diving,M,,Y
1979.05.00.c,1979.0,Unprovoked,,NEW CALEDONIA,Fishing,,,N
1979.05.00.b,1979.0,Unprovoked,,NEW CALEDONIA,,M,,Y
1979.04.08.b,1979.0,Unprovoked,Afternoon,USA,Swimming,M,24.0,N
1979.04.08.a,1979.0,Unprovoked,Morning,USA,surfing,M,8.0,N
1979.03.24,1979.0,Unprovoked,Morning,USA,Surfing,M,27.0,N
1979.03.11,1979.0,Unprovoked,Morning,USA,diving,M,,N
1979.03.01,1979.0,Boat,,SOUTH AFRICA,,,,N
1979.03.00,1979.0,Unprovoked,,NEW CALEDONIA,Spearfishing,M,,Y
1979.02.21,1979.0,Unprovoked,Afternoon,SOUTH AFRICA,,M,19.0,N
1979.00.00,1979.0,Unprovoked,,USA,Fishing,M,,Y
1978.12.29,1978.0,Unprovoked,,AUSTRALIA,,M,,N
1978.12.12,1978.0,Unprovoked,Afternoon,SOUTH AFRICA,Spearfishing,M,23.0,Y
1978.11.26,1978.0,Unprovoked,,USA,Surfing,M,,N
1978.11.23,1978.0,Unprovoked,,USA,Surfing,M,17.0,N
1978.10.21,1978.0,Invalid,Night,SOUTH AFRICA,Fishing,M,,
1978.09.27,1978.0,Unprovoked,Afternoon,SOUTH AFRICA,Spearfishing,M,27.0,N
1978.09.16,1978.0,Unprovoked,Morning,ITALY,Diving,M,,N
1978.09.02.R,1978.0,Unprovoked,,AUSTRALIA,diving,M,34.0,N
1978.08.05,1978.0,Unprovoked,Afternoon,USA,Wading,M,,N
1978.08.01.R,1978.0,Unprovoked,,USA,Floating,M,27.0,N
1978.07.27,1978.0,Sea Disaster,,USA,,M,39.0,N
1978.07.19,1978.0,Provoked,,USA,Fishing,M,27.0,N
1978.06.21.b,1978.0,Unprovoked,,USA,Surfing,M,20.0,N
1978.06.21.a,1978.0,Unprovoked,,USA,Surfing,M,17.0,N
1978.06.07,1978.0,Invalid,,ITALY,,,,
1978.04.02.b,1978.0,Unprovoked,,MARSHALL ISLANDS,Diving,M,25.0,N
1978.04.02.a,1978.0,Unprovoked,,MARSHALL ISLANDS,Diving,M,23.0,N
1978.04.00,1978.0,Unprovoked,,AUSTRALIA,diving,M,,N
1978.03.05,1978.0,Boat,,SOUTH AFRICA,,,,N
1978.02.28,1978.0,Unprovoked,Night,SOUTH AFRICA,Fishing,,,N
1978.02.19,1978.0,Unprovoked,,SOUTH AFRICA,Diving,M,,N
1978.01.17,1978.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,17.0,N
1978.01.06,1978.0,Invalid,,SOUTH AFRICA,,M,,
1978.00.00.b,1978.0,Unprovoked,,USA,Surfing,F,,N
1978.00.00.a,1978.0,Unprovoked,,VANUATU,Swimming,F,,Y
1977.12.31,1977.0,Sea Disaster,Night,USA,,M,49.0,N
1977.12.19.b,1977.0,Unprovoked,,USA,Surfing,M,27.0,N
1977.12.19.a,1977.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,18.0,N
1977.12.00,1977.0,Boat,,SOUTH AFRICA,Fishing,,,N
1977.11.12,1977.0,Provoked,,SOUTH AFRICA,Standing,M,,N
1977.10.30,1977.0,Unprovoked,Afternoon,SOUTH AFRICA,Spearfishing,M,25.0,N
1977.08.31,1977.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,17.0,N
1977.08.23,1977.0,Unprovoked,,AUSTRALIA,Floating,M,25.0,Y
1977.08.19,1977.0,Boat,Afternoon,SOUTH AFRICA,Fishing,M,,N
1977.08.14,1977.0,Unprovoked,Morning,USA,diving,M,20.0,N
1977.08.05,1977.0,Invalid,,USA,Wading,M,17.0,
1977.07.02,1977.0,Sea Disaster,Night,USA,fishing,M,21.0,N
1977.06.26,1977.0,Provoked,Afternoon,USA,Spearfishing,M,27.0,N
1977.06.06,1977.0,Unprovoked,,USA,Collecting,M,25.0,N
1977.05.26,1977.0,Boat,,SOUTH AFRICA,Fishing,M,,N
1977.05.16,1977.0,Invalid,,AUSTRALIA,,M,,
1977.04.26,1977.0,Unprovoked,,AUSTRALIA,,M,,N
1977.04.21,1977.0,Unprovoked,,USA,Swimming,M,,N
1977.03.17,1977.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,31.0,N
1977.03.13.c,1977.0,Sea Disaster,,AUSTRALIA,clinging,M,32.0,N
1977.03.13.b,1977.0,Sea Disaster,,AUSTRALIA,clinging,M,74.0,Y
1977.03.13.a,1977.0,Sea Disaster,,AUSTRALIA,clinging,M,45.0,Y
1977.02.26,1977.0,Unprovoked,,AUSTRALIA,drawing,M,24.0,N
1977.02.04,1977.0,Invalid,,AUSTRALIA,,M,,
1977.02.00,1977.0,Unprovoked,,NEW CALEDONIA,,,,N
1977.01.00,1977.0,Unprovoked,Afternoon,MEXICO,Swimming,M,,Y
1976.12.29,1976.0,Unprovoked,,AUSTRALIA,,M,,N
1976.12.18,1976.0,Unprovoked,Morning,USA,diving,M,29.0,N
1976.11.27,1976.0,Unprovoked,Afternoon,SOUTH AFRICA,Thrashing,M,19.0,N
1976.11.26,1976.0,Invalid,,AUSTRALIA,,,,
1976.11.25,1976.0,Unprovoked,Morning,USA,Surfing,M,19.0,N
1976.11.23,1976.0,Invalid,,SOUTH AFRICA,Swimming,M,17.0,
1976.11.06,1976.0,Provoked,,SOUTH AFRICA,Fishing,,,N
1976.10.27,1976.0,Boat,,SOUTH AFRICA,,,,N
1976.10.18,1976.0,Unprovoked,Afternoon,USA,Surfing,M,25.0,N
1976.10.06,1976.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,20.0,N
1976.09.22,1976.0,Sea Disaster,,NEW CALEDONIA,,,,N
1976.09.19,1976.0,Unprovoked,,AUSTRALIA,,M,27.0,N
1976.09.17,1976.0,Sea Disaster,,HONG KONG,,M,,Y
1976.09.12.b,1976.0,Unprovoked,,USA,Swimming,M,16.0,Y
1976.09.12.a,1976.0,Unprovoked,,USA,Swimming,M,,Y
1976.09.06,1976.0,Unprovoked,Afternoon,USA,Surfing,M,15.0,N
1976.08.26,1976.0,Unprovoked,,USA,,M,23.0,N
1976.08.24,1976.0,Unprovoked,Afternoon,USA,Surfing,M,19.0,N
1976.07.24,1976.0,Unprovoked,Morning,USA,Spearfishing,M,24.0,N
1976.07.21,1976.0,Unprovoked,,USA,Playing,M,10.0,N
1976.07.16,1976.0,Unprovoked,,USA,diving,M,18.0,Y
1976.07.12,1976.0,Unprovoked,,USA,Spearfishing,M,23.0,N
1976.06.23,1976.0,Unprovoked,Night,USA,Skindiving,M,17.0,N
1976.06.10,1976.0,Unprovoked,,USA,Swimming,M,,N
1976.06.02.R,1976.0,Provoked,,ITALY,Fishing,M,46.0,N
1976.06.01,1976.0,Boat,,AUSTRALIA,Sitting,F,,N
1976.05.02,1976.0,Boat,,SOUTH AFRICA,Competing,,,N
1976.04.28,1976.0,Invalid,,USA,,,,
1976.03.12.b,1976.0,Unprovoked,Afternoon,USA,Standing,M,21.0,N
1976.03.12.a,1976.0,Boat,,SOUTH AFRICA,Fishing,,,N
1976.03.09,1976.0,Boat,,SOUTH AFRICA,,,,N
1976.03.02,1976.0,Boat,,SOUTH AFRICA,,,,N
1976.02.03,1976.0,Boat,,SOUTH AFRICA,watching,,,N
1976.01.13,1976.0,Provoked,,SOUTH AFRICA,fishing,,,N
1976.01.12,1976.0,Unprovoked,,AUSTRALIA,,F,,N
1976.01.11,1976.0,Provoked,Morning,SOUTH AFRICA,Fishing,,,N
1976.01.08,1976.0,Unprovoked,,USA,Spearfishing,M,25.0,N
1976.01.02,1976.0,Unprovoked,Afternoon,NEW ZEALAND,Spearfishing,M,,Y
1976.00.00.b,1976.0,Unprovoked,,USA,diving,M,,Y
1975.12.29,1975.0,Boat,,AUSTRALIA,Attempting,,,N
1975.12.06,1975.0,Unprovoked,Afternoon,USA,diving,M,27.0,N
1975.12.02,1975.0,Provoked,,AUSTRALIA,Filming,M,35.0,N
1975.11.19.b,1975.0,Unprovoked,,AUSTRALIA,Standing,M,20.0,N
1975.11.19.a,1975.0,Unprovoked,Morning,SOUTH AFRICA,Standing,M,33.0,N
1975.11.07,1975.0,Unprovoked,,AUSTRALIA,,M,,N
1975.11.02,1975.0,Unprovoked,,USA,Surfing,M,18.0,N
1975.10.21,1975.0,Invalid,Morning,USA,fishing,M,,
1975.10.12,1975.0,Unprovoked,,AUSTRALIA,Surfing,M,20.0,N
1975.10.04,1975.0,Invalid,,USA,Surfing,,,
1975.09.00,1975.0,Unprovoked,,SOUTH AFRICA,Paddleskiing,M,21.0,N
1975.08.17,1975.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,19.0,N
1975.08.12,1975.0,Unprovoked,Afternoon,USA,Floating,M,20.0,N
1975.08.09,1975.0,Unprovoked,Afternoon,USA,diving,M,44.0,N
1975.08.04,1975.0,Unprovoked,,HONG KONG,swimming,M,24.0,N
1975.07.30.b,1975.0,Sea Disaster,,USA,,F,62.0,Y
1975.07.30.a,1975.0,Unprovoked,Afternoon,AUSTRALIA,diving,M,37.0,Y
1975.07.26.b,1975.0,Unprovoked,,USA,diving,M,24.0,N
1975.07.26.a,1975.0,Unprovoked,,AUSTRALIA,Surfing,M,21.0,N
1975.07.23,1975.0,Unprovoked,Afternoon,USA,diving,M,23.0,N
1975.07.19,1975.0,Unprovoked,Afternoon,USA,diving,M,34.0,N
1975.07.15,1975.0,Unprovoked,Afternoon,USA,Swimming,F,14.0,N
1975.07.05,1975.0,Provoked,,AUSTRALIA,Spearfishing,M,29.0,N
1975.07.04,1975.0,Unprovoked,,USA,Surfing,M,16.0,N
1975.06.23.b,1975.0,Unprovoked,Afternoon,USA,Swimming,M,18.0,N
1975.06.23.a,1975.0,Unprovoked,Afternoon,USA,Standing,F,15.0,N
1975.06.15,1975.0,Unprovoked,,USA,Swimming,M,27.0,N
1975.06.02.R,1975.0,Unprovoked,,USA,Surfing,M,20.0,N
1975.06.00.c,1975.0,Provoked,,USA,,M,,N
1975.05.25,1975.0,Unprovoked,Morning,USA,Surfing,M,17.0,N
1975.05.20,1975.0,Unprovoked,,USA,Bathing,F,10.0,N
1975.04.25,1975.0,Invalid,,ITALY,diving,M,37.0,
1975.04.18,1975.0,Invalid,,SOUTH AFRICA,,M,,
1975.04.05,1975.0,Unprovoked,Afternoon,SOUTH AFRICA,Spearfishing,M,,N
1975.03.29,1975.0,Invalid,,SOUTH AFRICA,Swimming,M,,
1975.03.18,1975.0,Unprovoked,,AUSTRALIA,,F,,N
1975.03.16,1975.0,Unprovoked,,USA,Floating,M,14.0,N
1975.03.13,1975.0,Provoked,,AUSTRALIA,Diving,,18.0,N
1975.03.09,1975.0,Provoked,,SOUTH AFRICA,Attempting,M,,N
1975.03.00,1975.0,Sea Disaster,,BANGLADESH,,,,Y
1975.02.23,1975.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,16.0,N
1975.02.14.R,1975.0,Boat,,SOUTH AFRICA,,,,N
1975.02.10,1975.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,M,12.0,Y
1975.02.09,1975.0,Unprovoked,,AUSTRALIA,Crayfishing,M,45.0,N
1975.02.07,1975.0,Unprovoked,,AUSTRALIA,,M,,N
1975.02.01,1975.0,Provoked,,SOUTH AFRICA,Fishing,M,12.0,N
1975.01.19,1975.0,Unprovoked,,AUSTRALIA,Surfing,M,17.0,Y
1975.00.00.b,1975.0,Unprovoked,,BERMUDA,Spearfishing,M,25.0,N
1975.00.00.a,1975.0,Unprovoked,,REUNION,,M,,Y
1974.12.10,1974.0,Unprovoked,,AUSTRALIA,,,32.0,N
1974.11.01,1974.0,Unprovoked,Afternoon,USA,Standing,M,24.0,N
1974.09.28,1974.0,Unprovoked,Morning,USA,Surfing,M,17.0,N
1974.09.14,1974.0,Unprovoked,Afternoon,USA,diving,M,29.0,N
1974.09.07,1974.0,Unprovoked,Afternoon,ISRAEL,Swimming,F,20.0,N
1974.09.02.b,1974.0,Unprovoked,Afternoon,USA,diving,M,41.0,N
1974.09.02.a,1974.0,Unprovoked,Afternoon,USA,diving,M,48.0,N
1974.09.01,1974.0,Sea Disaster,,AUSTRALIA,fishing,M,30.0,N
1974.09.00,1974.0,Unprovoked,Morning,USA,Surfing,M,24.0,N
1974.08.23,1974.0,Unprovoked,,HONG KONG,Swimming,M,22.0,N
1974.08.16.c,1974.0,Unprovoked,,HONG KONG,swimming,M,,Y
1974.08.16.b,1974.0,Unprovoked,,HONG KONG,swimming,M,19.0,N
1974.08.16.a,1974.0,Unprovoked,,HONG KONG,swimming,M,18.0,N
1974.08.10,1974.0,Unprovoked,Afternoon,CROATIA,,M,21.0,Y
1974.08.05,1974.0,Unprovoked,,USA,Surfing,M,,N
1974.07.26,1974.0,Unprovoked,,USA,diving,M,36.0,N
1974.07.20,1974.0,Unprovoked,,USA,Swimming,M,17.0,Y
1974.07.02,1974.0,Sea Disaster,,USA,sinking,M,10.0,Y
1974.06.20,1974.0,Unprovoked,Morning,USA,Swimming,F,61.0,N
1974.05.26,1974.0,Unprovoked,Morning,USA,diving,M,45.0,N
1974.04.25.R,1974.0,Sea Disaster,,BRAZIL,Fishing,M,,Y
1974.04.20,1974.0,Unprovoked,Afternoon,SOUTH AFRICA,Spearfishing,M,22.0,N
1974.04.14,1974.0,Unprovoked,Afternoon,SOUTH AFRICA,Standing,M,19.0,N
1974.04.12,1974.0,Unprovoked,,USA,Swimming,F,11.0,N
1974.04.04,1974.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,17.0,N
1974.03.21,1974.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,21.0,N
1974.03.00,1974.0,Boat,,SOUTH AFRICA,Fishing,,,N
1974.02.13.b,1974.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,14.0,N
1974.02.13.a,1974.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,19.0,N
1974.02.00.b,1974.0,Boat,,SOUTH AFRICA,Fishing,,,N
1974.02.00.a,1974.0,Boat,Night,SOUTH AFRICA,Fishing,,,N
1974.01.13,1974.0,Unprovoked,,SOUTH AFRICA,Sitting,M,42.0,N
1974.01.09,1974.0,Unprovoked,,AUSTRALIA,Diving,M,26.0,Y
1974.01.07.c,1974.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,33.0,N
1974.01.07.b,1974.0,Unprovoked,,MOZAMBIQUE,Swimming,M,,Y
1974.01.07.a,1974.0,Unprovoked,,MOZAMBIQUE,Swimming,M,32.0,Y
1974.00.00.b,1974.0,Unprovoked,,AUSTRALIA,Spearfishing,M,,N
1974.00.00.a,1974.0,Unprovoked,,CROATIA,,,,Y
1973.12.25,1973.0,Unprovoked,Morning,MOZAMBIQUE,Spearfishing,M,41.0,N
1973.12.21.b,1973.0,Unprovoked,Afternoon,MOZAMBIQUE,Swimming,M,20.0,Y
1973.12.19.R,1973.0,Unprovoked,,PHILIPPINES,Swimming,M,19.0,Y
1973.12.18,1973.0,Unprovoked,,USA,Swimming,M,,N
1973.12.00,1973.0,Unprovoked,Afternoon,MEXICO,Swimming,M,,Y
1973.11.25,1973.0,Unprovoked,,AUSTRALIA,,,,N
1973.11.24,1973.0,Unprovoked,Afternoon,USA,Surfing,M,13.0,N
1973.11.03,1973.0,Unprovoked,,AUSTRALIA,,M,,N
1973.09.29,1973.0,Sea Disaster,,SOUTH AFRICA,Being,M,,Y
1973.09.14,1973.0,Unprovoked,Afternoon,BAHAMAS,Spearfishing,M,11.0,N
1973.09.10.R,1973.0,Unprovoked,,HONG KONG,Swimming,M,20.0,Y
1973.09.09,1973.0,Unprovoked,Afternoon,MEXICO,Spearfishing,M,37.0,Y
1973.09.00,1973.0,Unprovoked,,EGYPT,,M,,N
1973.08.27,1973.0,Unprovoked,,AUSTRALIA,,,21.0,UNKNOWN
1973.08.25,1973.0,Unprovoked,,AUSTRALIA,Surfing,M,16.0,N
1973.08.16,1973.0,Unprovoked,,USA,Crabbing,M,17.0,N
1973.06.13,1973.0,Unprovoked,,HONG KONG,Swimming,M,,N
1973.04.04,1973.0,Unprovoked,Afternoon,MEXICO,Wading,M,45.0,Y
1973.03.26,1973.0,Unprovoked,,AUSTRALIA,,M,,N
1973.03.05,1973.0,Unprovoked,Morning,MOZAMBIQUE,Spearfishing,M,28.0,Y
1973.03.00,1973.0,Unprovoked,Morning,SOUTH AFRICA,Spearfishing,M,26.0,N
1973.02.27,1973.0,Unprovoked,,MEXICO,Swimming,,57.0,Y
1973.01.21,1973.0,Provoked,,SOUTH AFRICA,Fishing,M,,N
1973.01.09,1973.0,Unprovoked,,USA,Surfing,M,,N
1973.00.00.c,1973.0,Unprovoked,,PALAU,diving,M,,N
1973.00.00.b,1973.0,Unprovoked,,PALAU,diving,M,,N
1973.00.00.a,1973.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,13.0,N
1972.12.31,1972.0,Unprovoked,Afternoon,SOUTH AFRICA,Treading,M,29.0,N
1972.12.26,1972.0,Unprovoked,Afternoon,MOZAMBIQUE,Swimming,M,25.0,N
1972.12.25,1972.0,Unprovoked,Afternoon,MEXICO,surfing,M,17.0,Y
1972.12.24,1972.0,Unprovoked,Morning,SOUTH AFRICA,Swimming,M,,N
1972.12.22,1972.0,Unprovoked,,AUSTRALIA,,M,,N
1972.12.08,1972.0,Provoked,,AUSTRALIA,,,24.0,N
1972.12.01,1972.0,Unprovoked,,REUNION,Spearfishing,,,Y
1972.10.22,1972.0,Unprovoked,,AUSTRALIA,Spearfishing,M,24.0,N
1972.10.21,1972.0,Unprovoked,,AUSTRALIA,Surfing,M,19.0,N
1972.10.14.b,1972.0,Unprovoked,,USA,diving,M,,Y
1972.10.14.a,1972.0,Unprovoked,,USA,Surfing,M,17.0,N
1972.10.10.R,1972.0,Unprovoked,,NEW ZEALAND,Swimming,M,17.0,N
1972.09.09,1972.0,Unprovoked,Morning,USA,Surfing,M,,N
1972.09.04,1972.0,Invalid,,MOZAMBIQUE,Swimming,F,20.0,
1972.08.29,1972.0,Unprovoked,Afternoon,USA,Surfing,M,15.0,N
1972.08.17,1972.0,Unprovoked,,USA,Spearfishing,M,,N
1972.08.08,1972.0,Unprovoked,,AUSTRALIA,Diving,M,45.0,N
1972.07.05,1972.0,Invalid,,USA,Diving,,,
1972.06.26.b,1972.0,Unprovoked,,AUSTRALIA,,M,,Y
1972.06.26.a,1972.0,Unprovoked,,AUSTRALIA,,M,,Y
1972.06.10,1972.0,Unprovoked,Morning,USA,Surfing,M,22.0,N
1972.05.28,1972.0,Unprovoked,Afternoon,USA,diving,M,32.0,N
1972.05.06,1972.0,Unprovoked,,FRENCH POLYNESIA,Spearfishing,M,27.0,N
1972.04.16,1972.0,Unprovoked,,WESTERN SAMOA,Swimming,M,25.0,Y
1972.04.01.b,1972.0,Unprovoked,,AUSTRALIA,,F,,N
1972.04.01.a,1972.0,Unprovoked,Afternoon,MOZAMBIQUE,Swimming,M,19.0,Y
1972.03.21,1972.0,Provoked,,PACIFIC OCEAN ,Fishing,M,33.0,N
1972.03.16,1972.0,Unprovoked,,USA,Spearfishing,M,,N
1972.02.20,1972.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,18.0,N
1972.02.12,1972.0,Unprovoked,,AUSTRALIA,,,,N
1972.01.01.c,1972.0,Unprovoked,,SOUTH AFRICA,Swimming,M,20.0,Y
1972.01.01.b,1972.0,Unprovoked,Night,SOUTH AFRICA,Sitting,F,30.0,N
1972.01.01.a,1972.0,Unprovoked,Afternoon,MOZAMBIQUE,Standing,M,24.0,N
1972.00.00.b,1972.0,Unprovoked,,FRANCE,Swimming,,,N
1972.00.00.a,1972.0,Unprovoked,,MARSHALL ISLANDS,collecting,M,,N
1971.12.23,1971.0,Unprovoked,,AUSTRALIA,,,22.0,N
1971.12.16,1971.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,F,16.0,N
1971.12.05,1971.0,Unprovoked,,AUSTRALIA,,M,20.0,Y
1971.11.27,1971.0,Unprovoked,Morning,HONG KONG,Swimming,M,20.0,N
1971.11.25.R,1971.0,Provoked,,AUSTRALIA,,,20.0,N
1971.10.23,1971.0,Unprovoked,Afternoon,USA,Surfing,M,18.0,N
1971.10.14,1971.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,25.0,N
1971.10.02,1971.0,Unprovoked, 14h00,USA,diving,M,30.0,N
1971.09.25,1971.0,Unprovoked,,USA,Surfing,,17.0,N
1971.09.07,1971.0,Unprovoked,Morning,CROATIA,Swimming,M,34.0,Y
1971.09.05,1971.0,Unprovoked,,AUSTRALIA,Fishing,M,51.0,Y
1971.08.21,1971.0,Provoked,Afternoon,AUSTRALIA,diving,M,26.0,N
1971.07.26,1971.0,Unprovoked,Afternoon,USA,Wading,M,8.0,N
1971.07.19,1971.0,Unprovoked,,USA,diving,M,,N
1971.06.30,1971.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,21.0,N
1971.06.01,1971.0,Unprovoked,,UNITED KINGDOM,diving,M,32.0,N
1971.04.16R,1971.0,Unprovoked,,KENYA,Swimming,M,16.0,N
1971.04.11,1971.0,Unprovoked,Morning,SOUTH AFRICA,Swimming,M,,Y
1971.04.06,1971.0,Unprovoked,Morning,MEXICO,Surfing,M,19.0,Y
1971.04.05.b,1971.0,Unprovoked,,VENEZUELA,,M,14.0,Y
1971.04.05.a,1971.0,Unprovoked,,VENEZUELA,,M,66.0,Y
1971.04.00,1971.0,Sea Disaster,,MOZAMBIQUE,,,,Y
1971.03.30,1971.0,Unprovoked,Morning,NEW ZEALAND,Surfing,M,16.0,N
1971.01.02,1971.0,Unprovoked,Afternoon,AUSTRALIA,Swimming,M,,N
1971.00.00.c,1971.0,Unprovoked,,AUSTRALIA,Surfing,M,15.0,N
1971.00.00.b,1971.0,Unprovoked,,IRAN,,M,,N
1971.00.00.a,1971.0,Unprovoked,,IRAN,,M,,N
1970.12.17,1970.0,Unprovoked,Afternoon,MOZAMBIQUE,Fishing,M,18.0,Y
1970.12.13,1970.0,Unprovoked,,MOZAMBIQUE,Fishing,M,18.0,Y
1970.12.07,1970.0,Unprovoked,Night,MICRONESIA,Fishing,M,,N
1970.12.03,1970.0,Sea Disaster,,USA,,M,41.0,N
1970.11.00,1970.0,Unprovoked,,,,M,,N
1970.10.24,1970.0,Unprovoked,,USA,surfing,M,,N
1970.10.00,1970.0,Unprovoked,,USA,Surfing,M,,N
1970.09.28,1970.0,Unprovoked,Morning,MICRONESIA,Diving,M,43.0,N
1970.09.13,1970.0,Provoked,,PALAU,Spearfishing,M,20.0,N
1970.09.05,1970.0,Unprovoked,Morning,USA,Floating,M,18.0,N
1970.09.02,1970.0,Provoked,,AUSTRALIA,,M,20.0,N
1970.09.00.c,1970.0,Unprovoked,,USA,Swimming,M,,N
1970.09.00.a,1970.0,Unprovoked,,USA,diving,M,,N
1970.08.02,1970.0,Invalid,Afternoon,,Sinking,,,
1970.07.05,1970.0,Unprovoked,Night,,,M,,N
1970.06.22,1970.0,Provoked,,USA,Fishing,M,13.0,N
1970.06.15,1970.0,Provoked,Afternoon,SOUTH AFRICA,Diving,M,25.0,N
1970.06.13.b,1970.0,Unprovoked,Afternoon,GRENADA,Wading,M,16.0,Y
1970.06.13.a,1970.0,Unprovoked,Afternoon,GRENADA,Wading,M,18.0,Y
1970.06.00,1970.0,Sea Disaster,,PHILIPPINES,,,,Y
1970.04.04,1970.0,Unprovoked,Afternoon,GRENADA,Swimming,M,14.0,Y
1970.04.00.b,1970.0,Provoked,,,Freediving,M,,N
1970.04.00.a,1970.0,Unprovoked,,SOLOMON ISLANDS,Swimming,M,,UNKNOWN
